feature_id,zone_id,annual_precipitation,mean_elevation,mean_mvi,mean_ndvi,mean_slope,mean_temperature,mean_wind_speed,nearest_aquaculture_distance_m,nearest_river_distance_m,next_year_change_pct,year,lat,lon,municipality,.geo
00fa00000000000018ad,CARLES-007,3754.27184,4.221359223,-0.3692818867,0.1085694653,5.487159832,26.44391404,1.662020577,293.7227631,197.5347302,0,2022,11.5227803,123.1200826,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11994626048006,11.522512401560887],[123.12021891647892,11.522512428378826],[123.12021891647889,11.523048160453476],[123.11994626048006,11.523048210201875],[123.11994626048006,11.522512401560887]]]}"
00fa0000000000001904,CARLES-008,3754.27184,0,-1.273696535,0.1505864383,0,26.44391404,1.662020577,205.9839258,67.80358445,0.5920467776,2022,11.51523355,123.106879,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10674518601681,11.514963698457056],[123.10701272854301,11.514963665064252],[123.10701272854298,11.515503401939242],[123.10674518601681,11.515503436629029],[123.10674518601681,11.514963698457056]]]}"
00fa000000000000195d,CARLES-009,3754.27184,3.353174603,-6.304062417,0.2750737807,7.153858872,26.44391404,1.662020577,3057.68041,10425.98272,0.5974551796,2022,11.50889943,123.2312501,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.2309825570831,11.50876445317925],[123.23151756411355,11.508764476805032],[123.23151756411355,11.509034398800177],[123.2309825570831,11.509034376477146],[123.2309825570831,11.50876445317925]]]}"
00fa0000000000001997,CARLES-010,3754.27184,4.53968254,-2.483137049,0.2034165105,6.849510195,26.44391404,1.662020577,0,665.3743682,0.5644925604,2022,11.50256941,123.1041832,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10404946359056,11.502299527815987],[123.1043169275935,11.502299539190064],[123.1043169275935,11.502839284303525],[123.10404946359056,11.502839274225884],[123.10404946359056,11.502299527815987]]]}"
00fa00000000000019d0,CARLES-011,3754.27184,-1.01183432,-60.32248647,0.2589345904,4.543414813,26.44391404,1.662020577,122.6651025,3155.751587,0.4687092519,2022,11.50041048,123.1637424,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.16360862064437,11.500140615109911],[123.16387618013171,11.500140598974662],[123.16387618013171,11.500680342299066],[123.16360862064437,11.500680359734236],[123.16360862064437,11.500140615109911]]]}"
00fa0000000000001a02,CARLES-012,3754.27184,2.980392157,4.799341847,0.2804752796,5.055285579,26.44391404,1.662020577,255.1219637,2825.594205,0.4929731091,2022,11.49650544,123.1614505,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.16172058555809,11.496640383420193],[123.16118039272686,11.496640362159278],[123.16118039272686,11.496370533917768],[123.16172058555809,11.496370481288015],[123.16172058555809,11.496640383420193]]]}"
00fa0000000000001a19,BALASAN-004,3754.27184,2.785433071,-6.91576274,0.2577458723,2.742054123,26.44391404,1.662020577,969.5731917,80.6811551,0.4879939282,2022,11.49461643,123.1318072,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.13153712171471,11.494481517536498],[123.13207730589063,11.494481496197317],[123.13207730589063,11.494751389105527],[123.13153712171471,11.494751336534106],[123.13153712171471,11.494481517536498]]]}"
00fa0000000000001a3e,CARLES-013,3754.27184,-0.06349206349,-1.88366758,0.1439088896,2.521506147,26.44391404,1.662020577,199.5742233,110.5297226,0.5608857494,2022,11.49502121,123.1014874,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10135366749516,11.494751379150506],[123.1016211388067,11.49475133681004],[123.1016211388067,11.495291047213207],[123.10135366749519,11.495291090850406],[123.10135366749516,11.494751379150506]]]}"
00fa0000000000001a82,BALASAN-005,3754.27184,1.547619048,-0.8857714092,0.1258746295,3.384960809,26.44391404,1.662020577,148.919486,283.3139964,0.5234997014,2022,11.49192184,123.1161753,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.11590773941947,11.49178692333749],[123.11644277401454,11.49178686928585],[123.11644277401454,11.492056791588771],[123.11590773941947,11.49205677170869],[123.11590773941947,11.49178692333749]]]}"
00fa0000000000001a96,BALASAN-006,3754.27184,1.031620553,-1.689086502,0.1926897039,3.651375555,26.44391404,1.662020577,0,84.11308152,0.5233251409,2022,11.48868753,123.1070127,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10674518601681,11.488822468207037],[123.10674518601681,11.488552607866076],[123.1072802703434,11.488552592445282],[123.1072802703434,11.488822451488991],[123.10674518601681,11.488822468207037]]]}"
00fa0000000000001ab3,BALASAN-007,3754.27184,0.865497076,-3.643683786,0.2049303634,1.366814671,26.44391404,1.662020577,332.1803614,485.6049709,0.5412633009,2022,11.48909232,123.1332889,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.13315251671919,11.488822504419048],[123.13342522195529,11.488822435422946],[123.13342522195526,11.489362179693208],[123.13315251671919,11.489362174797686],[123.13315251671919,11.488822504419048]]]}"
00fa0000000000001afc,BALASAN-008,3754.27184,6.312992126,-0.9877139272,0.1462906688,4.123358405,26.44391404,1.662020577,0,45.95399262,0.4785901176,2022,11.48545332,123.1072828,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10701272854298,11.48531837549995],[123.10755287555064,11.485318407656417],[123.10755287555064,11.485588255791136],[123.10701272854301,11.485588224944062],[123.10701272854298,11.48531837549995]]]}"
00fa0000000000001b30,BALASAN-009,3754.27184,5.778431373,-1.329871281,0.1675330606,3.219614616,26.44391404,1.662020577,512.2428832,189.687283,0.5106190489,2022,11.48356831,123.120489,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12021891647892,11.483433376036409],[123.12075916275855,11.483433361921412],[123.12075916275855,11.483703247278031],[123.12021891647892,11.483703262703653],[123.12021891647892,11.483433376036409]]]}"
00fa0000000000001b61,BALASAN-010,3754.27184,3.460038986,-1.231713204,0.157313505,1.426731805,26.44391404,1.662020577,0,240.199928,0.4078368541,2022,11.48154841,123.1039131,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10377676286406,11.481278565405498],[123.10404946359056,11.48127856352395],[123.10404946359056,11.48181825202471],[123.10377676286406,11.481818255228394],[123.10377676286406,11.481278565405498]]]}"
00fa0000000000002125,CARLES-014,3754.27184,3.371391076,-8.090100237,0.2613677301,3.276133293,26.44391404,1.662020577,368.2560665,25536.13555,0.5107256188,2022,11.59360999,123.3469076,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.34659238107477,11.593385601261938],[123.34713257348362,11.59338559708986],[123.34713257348362,11.593925487051512],[123.3468650035209,11.593925501630633],[123.3468650035209,11.593655517990749],[123.34659238107477,11.59365550955684],[123.34659238107477,11.593385601261938]]]}"
00fa000000000000215a,CARLES-015,3754.27184,0,-1.899197594,0.1557465155,1.11342792,26.44391404,1.662020577,457.3170258,267.6500978,0,2022,11.5196806,123.1117278,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11132395136957,11.519547622861468],[123.11213160339645,11.519547652849257],[123.11213160339645,11.519813534330254],[123.11132395136957,11.51981358152824],[123.11132395136957,11.519547622861468]]]}"
00fa000000000000218d,CARLES-016,3754.27184,0,-2.508575677,0.2261367177,0,26.44391404,1.662020577,741.7172317,151.5863208,0.07869529412,2022,11.51150634,123.1116387,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11132395136957,11.511459232484606],[123.11159654539706,11.511459233163281],[123.11159654539706,11.511193376410585],[123.11186407475977,11.51119334595769],[123.1118640747598,11.51172912249949],[123.1113239513696,11.511729154222284],[123.11132395136957,11.511459232484606]]]}"
00fa00000000000021b9,CARLES-017,3754.27184,3.831168831,6.031624753,0.3069435616,5.385955352,26.44391404,1.662020577,380.9601268,3257.13218,0.5085801714,2022,11.50458945,123.1634723,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.16333599916597,11.504184679291372],[123.16360862064437,11.50418468425918],[123.16360862064437,11.504994228072533],[123.16333599916597,11.504994225090982],[123.16333599916597,11.504184679291372]]]}"
00fa0000000000002201,CARLES-018,3754.27184,1.78042328,-5.617422078,0.2698738584,2.435120485,26.44391404,1.662020577,58.87231301,2961.214109,0.5630956728,2022,11.49812066,123.1623945,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.162260775416,11.49771587895405],[123.16252825279354,11.497715881307435],[123.16252825279354,11.49852544676084],[123.162260775416,11.498525446356414],[123.162260775416,11.49771587895405]]]}"
00fa0000000000002217,CARLES-019,3754.27184,1.112987013,-39.25865672,0.3827782474,2.947364654,26.44391404,1.662020577,1986.332633,9829.832628,0.5144736699,2022,11.49866037,123.2281504,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.22801411915567,11.498255566210785],[123.22828673194417,11.49825555586074],[123.22828673194417,11.499065172977122],[123.22801411915565,11.499065185318525],[123.22801411915567,11.498255566210785]]]}"
00fa0000000000002237,CARLES-020,3754.27184,1.695538058,-3.141560354,0.2261352513,2.919111395,26.44391404,1.662020577,209.4828359,229.9322262,0.5261024355,2022,11.49596573,123.0998694,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.09946555349298,11.495830789324375],[123.1002733026302,11.495830810753002],[123.1002733026302,11.496100634589423],[123.09946555349298,11.496100690362336],[123.09946555349298,11.495830789324375]]]}"
00fa000000000000223b,CARLES-021,3754.27184,1.319736842,-3.034676285,0.238214788,2.327514623,26.44391404,1.662020577,122.8017552,200.0821488,0.5254944117,2022,11.49569587,123.1017575,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10135366749519,11.49556091036055],[123.10216131533892,11.49556093749181],[123.10216131533892,11.495830831141264],[123.10135366749519,11.495830805967588],[123.10135366749519,11.49556091036055]]]}"
00fa000000000000228a,BALASAN-011,3754.27184,1.225848564,-1.045158215,0.1510906941,2.168743856,26.44391404,1.662020577,738.2027306,243.6324879,0.489493312,2022,11.49354095,123.1273597,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12695328865784,11.493406032372876],[123.12776613309458,11.493406041104222],[123.12776613309458,11.493675865843622],[123.12695328865784,11.493675859083906],[123.12695328865784,11.493406032372876]]]}"
00fa00000000000022cc,BALASAN-012,3754.27184,0.43832021,-1.505457936,0.2187498841,2.063066656,26.44391404,1.662020577,290.3352031,515.8877529,0.5711058186,2022,11.49192184,123.1222382,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12183432556883,11.491786928460064],[123.1226420630881,11.491786872279679],[123.1226420630881,11.492056779544434],[123.12183432556883,11.492056762458885],[123.12183432556883,11.491786928460064]]]}"
00fa00000000000022d7,BALASAN-013,3754.27184,0,-3.549016256,0.2567292172,0.5814803688,26.44391404,1.662020577,0,54.25935497,0.5195379816,2022,11.48895741,123.1063413,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10593748986811,11.488822495789343],[123.10674518601681,11.488822468207037],[123.10674518601681,11.489092329402963],[123.10593748986811,11.489092358943415],[123.10593748986811,11.488822495789343]]]}"
00fa00000000000022f6,BALASAN-014,3754.27184,0,-0.9495449107,0.1588500398,0,26.44391404,1.662020577,271.5133546,171.6990914,0.5097553714,2022,11.48626284,123.1098448,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10944100642251,11.48612789160924],[123.11024867387515,11.486127945488672],[123.11024867387515,11.486397789653054],[123.10944100642251,11.486397737731636],[123.10944100642251,11.48612789160924]]]}"
00fa0000000000002348,BALASAN-015,3754.27184,2.344782034,-0.3222427323,0.07877530366,1.936346267,26.44391404,1.662020577,0,299.2227895,0,2022,11.4759324,123.1244851,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12426266734391,11.475619783791151],[123.12453016231522,11.475619822896368],[123.12453016231522,11.475889674321436],[123.12479765655985,11.475889637231672],[123.12479765655985,11.476155502754896],[123.12426266734391,11.476155502667133],[123.12426266734391,11.475619783791151]]]}"
00fa000000000000239d,ESTANCIA-002,3754.27184,1.687335092,-0.7558716979,0.1254981686,2.769244549,26.44391404,1.662020577,29.88308445,84.71092551,0.4954985729,2022,11.47377591,123.1337373,Estancia,"{""type"":""Polygon"",""coordinates"":[[[123.13342522195529,11.4737309137814],[123.13369269202684,11.473730945899165],[123.13369269202684,11.473461123557215],[123.13396024718104,11.47346106986757],[123.13396024718104,11.47400078931029],[123.13342522195529,11.474000812830507],[123.13342522195529,11.4737309137814]]]}"
00fa000000000000292c,CARLES-022,3754.27184,0,-1.587208844,0.163649613,0.2755624603,26.44391404,1.662020577,41.95443459,429.5336095,0.5977435546,2022,11.51887294,123.1000727,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.09973826613545,11.518738007146803],[123.10000574182578,11.518737984477749],[123.10000574182578,11.518468088415883],[123.1002733026302,11.518468130372092],[123.1002733026302,11.51927774390641],[123.10000574182578,11.519277779158953],[123.10000574182578,11.519007881392115],[123.09973826613545,11.519007904709328],[123.09973826613545,11.518738007146803]]]}"
00fa0000000000002939,CARLES-023,3754.27184,0,-2.390914415,0.2145407046,0,26.44391404,1.662020577,382.5580485,237.9043844,0.5091999934,2022,11.51819825,123.1121342,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.1118640747598,11.517928346701808],[123.11240428101907,11.517928347828013],[123.11240428101907,11.518468152555977],[123.1118640747598,11.518468154048856],[123.1118640747598,11.517928346701808]]]}"
00fa0000000000002950,CARLES-024,3754.27184,0,-1.467881371,0.168092827,0,26.44391404,1.662020577,83.98168273,285.4120053,0.5403825499,2022,11.51725367,123.1072828,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10674518601681,11.517118758194497],[123.10782041588564,11.517118708403546],[123.10782041588564,11.517388581265859],[123.10674518601681,11.517388633662783],[123.10674518601681,11.517118758194497]]]}"
00fa0000000000002952,CARLES-025,3754.27184,0,-0.5966968314,0.1206876614,0,26.44391404,1.662020577,112.8694703,250.8507181,0,2022,11.51712069,123.1044523,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10404946359056,11.517118698889222],[123.1043169275935,11.517118749928711],[123.1043169275935,11.516852782915374],[123.10485717520014,11.516852808498731],[123.10485717520014,11.517118698962703],[123.10458962682672,11.517118734813588],[123.10458962682672,11.517388615505558],[123.10404946359056,11.517388580890053],[123.10404946359056,11.517118698889222]]]}"
00fa0000000000002954,CARLES-026,3754.27184,0,-0.8376269112,0.1296238457,0,26.44391404,1.662020577,160.1644761,181.4402682,0.5090155969,2022,11.51631241,123.1071484,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10674518601681,11.516313050281976],[123.10701272854301,11.516313088903775],[123.10701272854301,11.516043142224914],[123.10755287555064,11.516043175812797],[123.10755287555064,11.51631304592565],[123.1072802703434,11.51631305193078],[123.1072802703434,11.516582923556928],[123.10674518601681,11.516582923204883],[123.10674518601681,11.516313050281976]]]}"
00fa0000000000002955,CARLES-027,3754.27184,0,-1.942872745,0.1497457303,0,26.44391404,1.662020577,0,71.73140633,0.5344626263,2022,11.51557155,123.1041832,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10377676286406,11.515503423946518],[123.10404946359056,11.51550341348188],[123.10404946359056,11.515233537436881],[123.1043169275935,11.51523351774468],[123.1043169275935,11.515503393141474],[123.10458962682675,11.51550338198203],[123.10458962682672,11.515773332828866],[123.10377676286406,11.515773301505073],[123.10377676286406,11.515503423946518]]]}"
00fa000000000000296c,CARLES-028,3754.27184,0,-1.347660624,0.1666342777,0,26.44391404,1.662020577,623.8064206,172.6184635,0.458345748,2022,11.5130785,123.11065,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11051620689562,11.512538776348107],[123.11078373919011,11.512538744024672],[123.11078373919011,11.513618229228843],[123.11051620689562,11.513618264146595],[123.11051620689562,11.512538776348107]]]}"
00fa0000000000002980,CARLES-029,3754.27184,0,-1.765892268,0.162642694,0,26.44391404,1.662020577,734.8604912,104.3079053,0.5300851285,2022,11.51078853,123.1129419,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11240428101907,11.510653621014496],[123.11347953500054,11.510653594011087],[123.11347953500054,11.510923432727294],[123.11240428101907,11.510923462337109],[123.11240428101907,11.510653621014496]]]}"
00fa0000000000002a99,BALASAN-016,3754.27184,2.776134122,-2.723325748,0.1942676047,2.590356602,26.44391404,1.662020577,388.1667133,494.9965979,0.52414256,2022,11.49374367,123.1241935,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12372244028244,11.493675884931227],[123.12426266734391,11.49367588738946],[123.12426266734391,11.49340605415223],[123.12453016231522,11.493406050490373],[123.12453016231522,11.493945716521747],[123.12372244028244,11.49394572033324],[123.12372244028244,11.493675884931227]]]}"
00fa0000000000002ad9,CARLES-030,3754.27184,1.891176471,-4.172683534,0.2708792814,5.909200341,26.44391404,1.662020577,675.9751846,7117.91939,0.5591051387,2022,11.49151703,123.2043,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.20402987322187,11.491247178253008],[123.20457008705888,11.4912471590097],[123.20457008705888,11.491786873690867],[123.20402987322187,11.491786895562745],[123.20402987322187,11.491247178253008]]]}"
00fa0000000000002afe,BALASAN-017,3754.27184,3.923686819,-5.305114582,0.3567319164,2.184394459,26.44391404,1.662020577,405.0591524,403.4123575,0.5124791904,2022,11.48990188,123.1363885,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.13612099868473,11.490171730928607],[123.13612099868476,11.489631994611676],[123.13665600924936,11.489632039507882],[123.13665600924936,11.490171773228235],[123.13612099868473,11.490171730928607]]]}"
00fa0000000000002b24,CARLES-031,3754.27184,4.205357143,-3.698555874,0.3076991873,6.99594689,26.44391404,1.662020577,0,5224.840867,0.07185893992,2022,11.48801489,123.1871864,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.18705269079973,11.487477164470068],[123.18732018630344,11.487477149295684],[123.18732018630344,11.488552642460467],[123.18705269079973,11.488552585048676],[123.18705269079973,11.487477164470068]]]}"
00fa0000000000002b6c,ESTANCIA-003,3754.27184,2.653121903,-1.457062535,0.1515718646,2.41716239,26.44391404,1.662020577,29.62730164,498.6871316,0.5124972546,2022,11.48302862,123.1442032,Estancia,"{""type"":""Polygon"",""coordinates"":[[[123.14393563921995,11.482623847797752],[123.1442031665077,11.482623834364656],[123.1442031665077,11.482893735465396],[123.14447069306728,11.482893721045851],[123.14447069306728,11.48343337411082],[123.14420316650767,11.483433389829287],[123.14420316650767,11.483163562219547],[123.14393563921995,11.483163576951739],[123.14393563921995,11.482623847797752]]]}"
00fa0000000000002bb7,BALASAN-018,3754.27184,0.1808406647,-2.027683501,0.2075180136,1.235123147,26.44391404,1.662020577,290.1834294,338.9354342,0.1489540586,2022,11.48201976,123.1217677,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.12129417100714,11.481818261593016],[123.1221070621613,11.481818301433742],[123.1221070621613,11.482353994507848],[123.12183432556883,11.482354033114785],[123.12183432556883,11.4820881411375],[123.12129417100714,11.482088140530443],[123.12129417100714,11.481818261593016]]]}"
00fa0000000000002c32,ESTANCIA-004,3754.27184,2.227228208,-1.256753026,0.1676723854,1.609190013,26.44391404,1.662020577,19.80783005,192.7880787,0.5488874801,2022,11.46807233,123.1167129,Estancia,"{""type"":""Polygon"",""coordinates"":[[[123.11644277401454,11.467802483949624],[123.1169829551773,11.46780249103532],[123.1169829551773,11.46834218173583],[123.11644277401454,11.468342177270747],[123.11644277401454,11.467802483949624]]]}"
00fa0000000000003020,CARLES-032,3754.27184,2.735433071,1.936871944,0.1749489253,2.70975916,26.44391404,1.662020577,169.0639369,0,0.5347241895,2022,11.51941271,123.1152338,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11455984102457,11.519277783864103],[123.11590773941947,11.519277778167577],[123.11590773941947,11.519547638247882],[123.11455984102457,11.519547647211754],[123.11455984102457,11.519277783864103]]]}"
00fa000000000000302f,CARLES-033,3754.27184,0,-1.316873583,0.1466853465,0,26.44391404,1.662020577,0,339.9768086,0.5662024801,2022,11.51790159,123.1056383,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10512463701298,11.51792838972666],[123.10539733401318,11.5179283715897],[123.10539733401318,11.517658491150005],[123.10620503458541,11.517658482171695],[123.10620503458539,11.517928360653983],[123.10566488019569,11.517928332773987],[123.10566488019569,11.518198213417712],[123.10512463701298,11.518198271679774],[123.10512463701298,11.51792838972666]]]}"
00fa0000000000003031,CARLES-034,3754.27184,0.3484021824,-1.766594494,0.1711807462,1.7016036,26.44391404,1.662020577,0,154.6466245,0.5372891582,2022,11.51601657,123.0988474,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.09865788358469,11.515503403903926],[123.09893051261882,11.515503410970503],[123.09893051261882,11.515773300272022],[123.09919807633851,11.515773274795782],[123.09919807633851,11.516043164301625],[123.09893051261882,11.516043190426243],[123.09893051261882,11.516582898029949],[123.09865788358469,11.516582893605364],[123.09865788358469,11.515503403903926]]]}"
00fa00000000000030ea,CARLES-035,3754.27184,3.482677165,-1.767927642,0.2019052103,3.420739026,26.44391404,1.662020577,142.1097354,0,0,2022,11.49413323,123.1019184,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.10162113880668,11.493945727764677],[123.10189384549174,11.493945772860144],[123.10189384549174,11.49367588453125],[123.10216131533892,11.49367591933496],[123.10216131533892,11.494481521921713],[123.1016211388067,11.494481520510712],[123.10162113880668,11.493945727764677]]]}"
00fa000000000000313a,BALASAN-019,3754.27184,5.637440758,-1.230329761,0.1822675935,4.724759022,26.44391404,1.662020577,0.002971935246,0,0.515045632,2022,11.48346078,123.106287,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.10593748986811,11.483163541305457],[123.10647257857691,11.483163553824609],[123.10647257857691,11.483433397748588],[123.10674518601681,11.483433398048296],[123.10674518601681,11.483703242166728],[123.10593748986811,11.483703232603073],[123.10593748986811,11.483163541305457]]]}"
00fa0000000000003147,BALASAN-020,3754.27184,2.664319249,-0.9094706755,0.149139414,2.991690518,26.44391404,1.662020577,0,152.0733992,0.2591600499,2022,11.48189851,123.1045604,Balasan,"{""type"":""Polygon"",""coordinates"":[[[123.1043169275935,11.482354016087667],[123.1043169275935,11.481548468564643],[123.10485717520014,11.48154843972167],[123.10485717520014,11.482088126017516],[123.10458962682672,11.482088152922],[123.10458962682672,11.482354010878373],[123.1043169275935,11.482354016087667]]]}"
00fa0000000000003160,CARLES-036,3754.27184,1.417781275,-19.67743191,0.3010465764,1.956757942,26.44391404,1.662020577,1048.410238,5746.985957,0.5183794905,2022,11.47807121,123.1925218,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.1921715994435,11.477774573069317],[123.19271170725104,11.477774596317861],[123.19271170725104,11.478044439333813],[123.19297927305077,11.478044428829719],[123.19297927305077,11.478314272051481],[123.1921715994435,11.47831426258481],[123.1921715994435,11.477774573069317]]]}"
00fa0000000000003521,CARLES-037,3754.27184,1.968441815,8.796989656,0.315686811,2.776758016,26.44391404,1.662020577,401.9849965,355.7585031,0.05028368019,2022,11.51950084,123.1106974,Carles,"{""type"":""Polygon"",""coordinates"":[[[123.11132395136957,11.519547622861468],[123.11078373919011,11.519547626837548],[123.11078373919011,11.519813586794681],[123.11024867387515,11.519813535554983],[123.11024867387515,11.519277775780566],[123.11132395136957,11.519277751670568],[123.11132395136957,11.519547622861468]]]}"
